Message,Extracted,Expected
"Out for Delivery:Robbie jones Casual Sh... with tracking ID FMPC1399394975, will be delivered today by an EKART Service Partner (call 04045206046, PIN 173). Please pay Rs.319.0 by cash..",3190,nan
"Mani, first time shopping on Myntra?
Get Flat Rs.333 Off on Min. Spend of Rs.1499
Free Shipping @ Not Foolin' Around Sale
http://smsd.in/b12NKcYI0",1499,nan
"Mani, first time shopping on Myntra?
Get Flat Rs.333 Off on Min. Spend of Rs.1499
Free Shipping @ Hot Like Summer Sale
http://smsd.in/b2C2u2mKK",1499,nan
Arriving Today: Srinu order partner 914071153148 PIN 5985. Track opt contactless /zwyJan .Please share delivery code 2744 delivery partner confirmation status. - Shadowfax,5985,2744
"Hi Sp davawala,


We're holding on to the FREE DOORSTEP EVALUATION of your Maruti Suzuki Eeco with SellRight by Spinny! Avail of it anytime you like. Just click - weurl.co/lkIZfz


With us, you'll get Top Dollar for your car, Paid Instantly upon pickup, Free RC Transfer and so much more.


For any assistance, reach us at 727 727 7275.


SellRight by Spinny",7275,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDS6G2N73004 Valid till Apr 30 Rush Now.T&C",6273004,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRND915MXL3103 Valid till Mar 31 Rush Now.T&C",9153103,nan
INR 130 debited A/c 2533 ATM POS/5P631283/22:57:46/20972294 Bal 129685.1707-04-2022 22:57:46. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2533,nan
"FREE SHOPPING WEEK @ CENTRAL - Extended till 30 JAN

SHOP for Rs.3000 & GET FULL Rs.3000 BACK TnC bit.ly/3rLi8kj

EXTRA Rs500 OFF 598461815585 on Rs5999 + GIFTS",3000,nan
"FREE SHOPPING WEEK at CENTRAL

SHOP for Rs.3000 & GET FULL Rs.3000 BACK TnC bit.ly/3rLi8kj

EXTRA Rs500 OFF 598461815585 on Rs5999 + 10% OFF ICICI Bank cards",3000,nan
Arriving Today: Srinu order partner 914067820390 PIN 6292. Track opt contactless //track/D813EABEA027896BCA6A8258E27B5D15/Fwd/ .Please share delivery code 154497 delivery partner confirmation status. - Shadowfax,6292,154497
Dear 63065557XX Superstar Evening Finale Junglee Rummy Prize Pool: 587672 Entry Fees - Win,63065557,nan
5000 rupalu gurnchi nanu andukara nanu tocher chestanavu monday isthanu anthavarku naku phone cheyaku,5000,nan
Shadowfax rider 911726132056 PIN 7429 will deliver your Raghav order AWB SF242927636FPL today. Attempt code 8813 Visit https://tracker.shadowfax.in,7429,8813
Shadowfax rider 914461710281 PIN 5728 will deliver your Anarkali order AWB SF206583905443FPL today. Attempt code 7229 Visit https://tracker.shadowfax.in,5728,7229
Shadowfax rider 914461710281 PIN 2240 will deliver your Anarkali order AWB SF231549291443FPL today. Attempt code 5836 Visit https://tracker.shadowfax.in,2240,5836
Ecom Express Executive 08046809000 PIN: 36833 deliver Flipkart pre-paid shipment 2823479569 today. Share Code 528987 package received,36833,528987
"Dear Patron,Make wedding season special with timeless handcrafted silk sarees from #AvantraByTrends. Get Gold coin @Rs199 on Rs7999 shopping bit.ly/36AtsJg T&C",7999,nan
"Confirmed: Thank you for shopping on Myntra. We're prepping your order with 1 Campus Flip Flops. In these tough times, our team is working hard while ensuring highest safety standards, deliveries may take longer than usual. To ensure minimum-contact delivery, you can Pay Now. Click http://mntr.se/se9066753pq to pay. You may also pay using UPI or Card at your doorstep. We'd love to hear about your experience: http://mntr.se/prNWwrhYkgHgxz/. Stay Home, Stay Safe. - Team Myntra.",9066753,nan
OTP for Online Txn INR 395.30 at PAYTM on Indian Bank Debit card ending 4988 is 148426. Valid for 3min. Dt 07-04-2022 12:00:41. Do Not Disclose.,4988,148426
otp for Online Txn INR 395.30 at PAYTM on Indian Bank Debit card ending 4988 is 148426. Valid for 3min. Dt 07-04-2022 12:00:41. Do Not Disclose.,4988,148426
Vi AlertYour Unlimited Pack EXPIRING TODAY Recharge /ViRC20 1699:4GB/DUL84D 291391:1.5GB/DUL84D5GB28D 3801:UL3GB/Day48GB84D,1699484,nan
Hi 63529880XX RPL 11 Finale Junglee Rummy Prize Pool: 285890 2.5 CR Entry Fees - Win -,63529880,nan
Slot Booking/Cancellation for Application: 662328,662328,nan
Thank you for shopping at KINS/KLOVE Rs.499 Qty.1Bill No.0004269 Date18-04-2022 For any query contact us at support@kinsfootwear.com,18042022,nan
"Dear SBI Customer, PIN CHANGE was done successfully for the card X8981 at ATM S5NE050949621 on 29-Apr-2022. Transaction Number 201. If not done by you, send BLOCK <last 4 digit of card> to 567676 or call 1800111109 or 09449112211 to block your card. Use SBI ATMs for better security.",8981,nan
"Out for Delivery: Stefano Rads Classy Sn... with tracking ID FMPC1752290091 from flipkart.com, will be delivered between 12:30PM - 04:30PM today by an EKART Wish Master (call 04067820005, PIN 183). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/bZ4dVJNNNN .",1230,nan
Liked your shopping experience? We would love to hear from you about your Lenskart order#1254826913 at https://nps.bz/LENSKART-15291847,15291847,nan
One Time verification code 503103.l7qsKFmcHNg - Future Group,5031037,503103
"Dear Customer,

FREE FASHION SHOPPING @Vishal MegaMart
(23-24 April)

Rs100=200 points added to your account
Valid on Rs750

Latest Summer Fashion Now InStore",2324,nan
"Out for Delivery: GFive U106 with tracking ID FMPC1825267238 from flipkart.com, will be delivered between 09:30AM - 01:30PM today by an EKART Wish Master (call 04471369277, PIN 165). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/uFlJu3NNNN .",0930,nan
"Hi Raman , We hope you had a great shopping experience for HMTe HM-2122 Metal Analog... . Please rate us at www.snpdl.in/kzryh0yvt - Snapdeal",2122,nan
"Dear Customer,Celebrate Women's Day with SMART Superstore,Get Rs 110 OFF Women Horlicks 750g,B1G1 Spinz Deo 200ml,B2G1 Garnier Serum MSK 30g, bit.ly/2HYFQCZ TC",75011,nan
One Time verification code 1813.l7qsKFmcHNg - Future Group,18137,1813
393592 OTP is813421 Valid 2 minutes.- GCARDE,813421,393592
OTP for Online Transactions on your Indian Bank Debit Card 4988 is JDS-159337.This is valid for the next 5 min.Dt 07-04-22 12.17,4988,159337
One Time verification code 829132.l7qsKFmcHNg - Future Group,8291327,829132
"Dear Customer,

FREE SHOPPING for 4 DAYS @Vishal MegaMart
14-17 April

Rs100=200 points added to your account
Valid on Rs750

Latest Summer Fashion Now InStore",1417,nan
"Out for Delivery: Stefano Rads Classy Sn... with tracking ID FMPC1752290091 from flipkart.com, will be delivered between 09:00AM - 01:00PM today by an EKART Wish Master (call 04067820005, PIN 106). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/ZWRUbguuuN .",0900,nan
"Dear Customer, your transaction through ICICI Bank Credit Card XX4006 has been declined due to incorrect PIN.To reset PIN, use Internet Banking, iMobile or IVR.",4006,nan
4500 winners Rs 12L cashback month turn winner Use Finserv MARKETS UPI win cashback rewards weekly,4500,nan
CAUTION! Do not share this message. Your One Time PIN for Debit Card ending 4737 is Nine Seven Eight Seven. Set your new PIN within 24 hrs through Banking -- PIN Change option at any SBI ATM. Download YONO @ www.yonosbi.com.-SBI,4737,nan
"INR 1,500.00 Debited to Ac XXXXXXXXXXX9190 on 19-MAR-2022 10:48:55-ATD:0876849376:T1NH000084010:KARNAILGANJ BAZAR      GONDA        UPIN 10:48:55  Tot Avbl Bal-INR 442.00 on 19-MAR-2022 10:48:55.In case you have not done this transaction, SMS BLKDC <Space><Cust ID> <Space><Last 4 digit of Debit Card number> to 9840909000 from your registered mobile number to block your card. Warm Regards, YES Bank",9190,nan
"HDFC Bank: You have successfully set the UPI Pin for your HDFC Bank A/c No.  XXXXXX1060. If not you, kindly report on 18002586161.",1060,nan
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard http://1kx.in/LFooOO CCARDD",5000,nan
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard http://1kx.in/U2JyV7 CCARDD",5000,nan
"MPIN changed successfully @CANDI on 13-Apr-2022 at 22:02:52. If not you, send SUSPECT to 56161. Helpline 18004250018.-Canara Bank.",132022,nan
"Your IDBI Bank Debit card has been dispatched via Speed Post -AWB No:EA514228732IN on [07-04-22 00:00:00 IST], pls contact your IDBI Bank branch if card is not delivered in 14 days. For security reasons, your card is enabled only for Domestic ATM & POS trxns. To enable the card for online(Ecom)/contactless/international transactions, kindly download/update latest version of GO Mobile+ App/ Abhay App. Pls generate Debit Card PIN through ATM/Inet/IVR",070422,nan
"Dear Customer,
Daily Deals
@VISHAL MEGAMART

Mon-Almond+Cashew1kg-at699
Tue-Surf5kg-at110OFF
Wed-SpinMop1350-at449
Thu-Pickle1kg-at99
Fri-VIP Trolley5350-at1799",1699,nan
Dear Saroj eligible may avail precaution dose private vaccination center 21-04-2022. Please visit CoWIN,21042022,nan
"Dear amit thakur, your ticket is successfully booked with zingbus from Bhawani Travels, Hall Gate Cir, Pink Plaza Market, Hathi Gate, Katra Ahluwalia, Amritsar to Indo Canadian Tpt, Sector 54 Mohali Phase 2  Near Furniture Market, Chandigarh 

PNR Number: ZB211027130521
Seat Number: 33
zingbus Departure Time: Oct 27, 2021 8:00 PM
Stop Point Name: Bhawani Travels Hall gate

You can track your zingbus journey by simply clicking: http://z.zingbus.com/A1U",2021,nan
"Out for Delivery:HOTSTYLE Running Shoes... with tracking ID FMPC1854778553, will be delivered between 07:30AM - 11:30AM today by an EKART Service Partner (call 09174003000, PIN 273). Please pay Rs.229.0 by cash..",0730,nan
"Dear Cardmember, manage your Card account on the go using the IndusMobile app. To download, visit bit.ly/3vukST6  and register your Card ending 9490. Start by setting your Credit Card PIN and enabling your Card for online transactions. You can also SMS ACTE to 5676757 from your registered mobile number to enable Domestic Online Transactions or visit bit.ly/3lfnUFX  to enable instantly - IndusInd Bank",9490,nan
"Your debit card is dispatched to your address on 28/04/2022 via SPEED POST, AWB No. AX371642227IN. Generate Green PIN via BOB ATM/bob World app/Baroda Connect/IVR -Bank of Baroda",28042022,nan
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 246251 2.5 CR Entry Fees - Win -,63065557,nan
OTP adding beneficiary XXXX0981 money transfer 091299. Please confirm account details displayed BC share OTP. :PPBL,0981,091299
CDSL-TPIN to avail CDSLs e-DIS facility for BO ID ****9312  is - 862605.,9312,862605
907194 rupalu gurnchi nanu andukara nanu tocher chestanavu monday isthanu anthavarku naku phone cheyaku,907194,nan
OTP for Online Transactions on your Indian Bank Debit Card 4988 is KQS-548142.This is valid for the next 5 min.Dt 21-04-22 11.38,4988,548142
otp for Online Transactions on your Indian Bank Debit Card 4988 is KLI-812707.This is valid for the next 5 min.Dt 07-04-22 11.33,4988,812707
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard http://1kx.in/LFooOO CCARDD",5000,nan
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard http://1kx.in/UXokOt CCARDD",5000,nan
735668 winners Rs 12L cashback month turn winner Use Finserv MARKETS UPI win cashback rewards weekly,735668,nan
4500 winners Rs 12L cashback month turn winner Use Finserv MARKETS UPI win cashback rewards weekly,4500,nan
CAUTION! Do not share this message. Your One Time PIN for Debit Card ending 4737 is Nine Seven Eight Seven. Set your new PIN within 24 hrs through Banking -- PIN Change option at any SBI ATM. Download YONO @ www.yonosbi.com.-SBI,4737,nan
Arriving today: ONLINE shipment 2920584874. Use OTP 674504 to receive your package. Call 08046809000 PIN:33476 - Ecom Express,33476,674504
"Dear Customer, your transaction through ICICI Bank Credit Card XX4006 has been declined due to incorrect PIN.To reset PIN, use Internet Banking, iMobile or IVR.",4006,nan
"INR 1,500.00 Debited to Ac XXXXXXXXXXX9190 on 19-MAR-2022 10:48:55-ATD:0876849376:T1NH000084010:KARNAILGANJ BAZAR      GONDA        UPIN 10:48:55  Tot Avbl Bal-INR 442.00 on 19-MAR-2022 10:48:55.In case you have not done this transaction, SMS BLKDC <Space><Cust ID> <Space><Last 4 digit of Debit Card number> to 9840909000 from your registered mobile number to block your card. Warm Regards, YES Bank",9190,nan
"Confirmed: Thank you for shopping on Myntra. We're prepping your order with 1 Kook N Keech Marve.... In these tough times, our team is working hard while ensuring highest safety standards, deliveries may take longer than usual. To ensure minimum-contact delivery, you can Pay Now. Click 1kx.in/Xs4zc3G6t7r to pay. You may also pay using UPI or Card at your doorstep. We'd love to hear about your experience: 1kx.in/Xs4ztASw2k8. Stay Home, Stay Safe. - Team Myntra.",14367,nan
"Confirmed: Thank you for shopping on Myntra. We're prepping your order with 1 Campus Flip Flops. In these tough times, our team is working hard while ensuring highest safety standards, deliveries may take longer than usual. To ensure minimum-contact delivery, you can Pay Now. Click http://mntr.se/se9066753pq to pay. You may also pay using UPI or Card at your doorstep. We'd love to hear about your experience: http://mntr.se/prNWwrhYkgHgxz/. Stay Home, Stay Safe. - Team Myntra.",9066753,nan
We have received request for setting MPIN for your a/c XX5823 linked to VPA gp209610@okaxis on 2022-05-07 11.09.19. Dispute? call 18004251809-South Indian Bank,5823,nan
CAUTION! Do not share this message. Your One Time PIN for Debit Card ending 4353 is Nine Six Nine Nine. Set your new PIN within 24 hrs through Banking -- PIN Change option at any SBI ATM. Download YONO @ www.yonosbi.com.-SBI,4353,nan
Dear SANDRON Thank you for shopping at Apollo Pharmacy. Please click on the link to answer a few questions to help us improve our services  https://tinyurl.com/4a533m6u APLPHR,45336,nan
"Dear SBI Customer, transaction dated 12-Dec-21 02:59:06 through card ending 2063 has been declined due to INCORRECT PIN.",1221,nan
"Dear Srinu ,
We miss you at MAX Fashion!
Get Rs500 OFF on Shopping of Rs2499 on MaxFashion.in
Usecode: GET500 , Shop now at bit.ly/32XUp46 TnC",2499,nan
Arriving today: ONLINE shipment 2920584874. Use OTP 674504 receive package. Call 08046809000 PIN:33476 - Ecom Express,33476,674504
"HDFC Bank: You have successfully set the UPI Pin for your HDFC Bank A/c No.  XXXXXX8679. If not you, kindly report on 18002586161.",8679,nan
2 negative accounts stopping credit score improving Act become eligible top loans /1q120G CreditMantri,1120,nan
Dear Pooja Jitendra Shambharkar successfully vaccinated 2nd Dose COVISHIELD 18-11-2021 02:35 PM. may download vaccination Certificate - - CoWIN,18112021,nan
Dear Prakash successfully vaccinated 2nd Dose COVISHIELD 25-11-2021 09:51 AM. may download vaccination Certificate - - CoWIN,25112021,nan
Claim gift 11:59 PM today Use code UNBOX6 take 1 year Unacademy subscription get 6-month extension,1159,nan
Dear Pooja Jitendra Shambharkar successfully vaccinated 1st Dose COVISHIELD 04-08-2021 11:19 AM. may download vaccination Certificate - - CoWIN,04082021,nan
Dear Parbata Parasram Meshram successfully vaccinated 1st Dose COVAXIN 27-12-2021 10:52 AM. may download vaccination Certificate - - CoWIN,27122021,nan
Dear Sunil Kumar successfully vaccinated 1st Dose COVISHIELD 18-12-2021 01:51 PM. may download vaccination Certificate - - CoWIN,18122021,nan
otp for Online Transactions on your Indian Bank Debit Card 4988 is KQS-548142.This is valid for the next 5 min.Dt 21-04-22 11.38,4988,548142
CDSL-TPIN to avail CDSLs e-DIS facility for BO ID ****9312  is - 156712.,9312,156712
OTP for Online Transactions on your Indian Bank Debit Card 4988 is KQS-548142.This is valid for the next 5 min.Dt 21-04-22 11.38,4988,548142
CDSL-TPIN to avail CDSLs e-DIS facility for BO ID ****9312  is - 113441.,9312,113441
CDSL-TPIN to avail CDSLs e-DIS facility for BO ID ****9312  is - 770475.,9312,770475
OTP adding beneficiary XXXX0981 money transfer 091299. Please confirm account details displayed BC share OTP. :PPBL,0981,091299
otp is 50794:50794,nan,50794
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 638300 RS. 809774 A/C NO. XXXX6510 466626. DO NOT SHARE.",6510,466626
907194 rupalu gurnchi nanu andukara nanu tocher chestanavu monday isthanu anthavarku naku phone cheyaku,907194,nan
Slot Booking/Cancellation for Application: 149461,149461,nan
